
1608136563,22.05,1004.19,45.96,2846.00,
1608136683,22.11,1004.20,45.19,2832.00,
1608136742,22.13,1004.21,44.85,2833.00,
1608136802,22.16,1004.16,44.63,2835.00,
1608136862,22.17,1004.16,44.32,2838.00,
1608136922,22.15,1004.15,45.26,2836.00,
1608136982,22.14,1004.14,45.17,2845.00,
1608137042,22.13,1004.12,45.81,2837.00,
1608137102,22.19,1004.12,44.93,2832.00,
1608137162,22.20,1004.09,44.67,2841.00,
1608137222,22.19,1004.07,45.74,2839.00,
1608137282,22.21,1004.07,45.30,2846.00,
1608137342,22.21,1004.06,44.25,2839.00,
1608137403,22.22,1004.05,44.83,2847.00,
1608137463,22.20,1004.02,44.64,2851.00,
1608137582,22.26,1003.96,44.52,2842.00,
1608137642,22.22,1003.97,44.79,2859.00,
1608137702,22.28,1003.94,44.30,2857.00,
1608137762,22.21,1003.95,44.22,2858.00,
1608137822,22.22,1003.98,44.21,2858.00,
1608137882,22.22,1004.00,44.90,2857.00,
1608137942,22.24,1004.01,44.27,2864.00,
1608138003,22.26,1004.04,43.92,2864.00,
1608138182,21.49,1004.17,48.33,2915.00,
1608138243,21.40,1004.16,47.61,2887.00,
1608138302,21.32,1004.05,48.87,2885.00,
1608138482,20.98,1004.10,49.62,3185.00,
1608138542,20.99,1004.10,49.33,3200.00,
1608138722,20.95,1004.02,49.04,3253.00,
1608138783,20.88,1004.05,51.10,3259.00,
1608138903,20.83,1004.14,49.35,3258.00,
1608138962,20.85,1004.17,50.97,3259.00,
1608139115,20.88,1004.15,45.89,3254.00,
1608139337,20.91,1004.12,54.34,2704.00,
1608139383,20.79,1004.21,55.02,2672.00,
1608139443,20.68,1004.15,54.91,2718.00,
1608139503,20.61,1004.14,53.07,2707.00,
1608139562,20.56,1004.16,55.25,2704.00,
1608139622,20.60,1004.17,55.16,2704.00,
1608139682,20.58,1004.19,54.57,2711.00,
1608139742,20.52,1004.20,55.54,2704.00,
1608139802,20.50,1004.13,54.35,2713.00,
1608139862,20.44,1004.12,53.96,2711.00,
1608139923,20.43,1004.14,54.99,2704.00,
1608139983,20.46,1004.12,52.13,2709.00,
1608140043,20.48,1004.10,54.36,2715.00,
1608140103,20.46,1004.12,54.91,2716.00,
1608140162,20.43,1004.10,53.64,2714.00,
1608140222,20.40,1004.14,54.07,2707.00,
1608140282,20.40,1004.15,53.15,2706.00,
1608140342,20.39,1004.16,53.68,2702.00,
1608140402,20.42,1004.12,54.57,2710.00,
1608140462,20.38,1004.15,55.79,2704.00,
1608140522,20.37,1004.16,56.93,2710.00,
1608140582,20.37,1004.18,55.02,2709.00,
1608140642,20.38,1004.14,51.15,2714.00,
1608140702,20.40,1004.18,54.59,2707.00,
1608140762,20.40,1004.18,54.23,2715.00,
1608140822,20.46,1004.22,52.42,2711.00,
1608140882,20.38,1004.20,55.50,2715.00,
1608140942,20.35,1004.22,55.10,2690.00,
1608141002,20.35,1004.21,52.93,2704.00,
1608141062,20.34,1004.23,52.48,2711.00,
1608141122,20.30,1004.20,55.43,2717.00,
1608141182,20.27,1004.21,53.68,2713.00,
1608141242,20.26,1004.18,54.00,2711.00,
1608141302,20.34,1004.24,53.64,2707.00,
1608141422,20.31,1004.24,54.68,2713.00,
1608141482,20.36,1004.24,54.05,2714.00,
1608141543,20.31,1004.21,54.24,2706.00,
1608141603,20.26,1004.26,54.49,2715.00,
1608141663,20.27,1004.23,52.08,2714.00,
1608141723,20.26,1004.22,53.86,2711.00,
1608141783,20.28,1004.28,54.92,2704.00,
1608141842,20.22,1004.33,56.02,2709.00,
1608141902,20.20,1004.32,56.38,2709.00,
1608141962,20.32,1004.28,53.81,2715.00,
1608142022,20.34,1004.31,53.84,2710.00,
1608142082,20.27,1004.29,52.03,2704.00,
1608142143,20.30,1004.29,52.85,2713.00,
1608142262,20.27,1004.24,53.01,2710.00,
1608142322,20.27,1004.34,54.54,2710.00,
1608142383,20.21,1004.25,54.55,2717.00,
1608142443,20.16,1004.29,54.95,2707.00,
1608142503,20.14,1004.31,54.43,2710.00,
1608142562,20.14,1004.35,54.79,2714.00,
1608142623,20.14,1004.33,54.71,2711.00,
1608142683,20.08,1004.37,55.36,2713.00,
1608142743,20.10,1004.39,53.75,2711.00,
1608142802,20.13,1004.39,54.74,2715.00,
1608142862,20.08,1004.42,54.56,2710.00,
1608142922,20.11,1004.45,54.31,2694.00,
1608142982,20.12,1004.41,54.47,2721.00,
1608143042,20.06,1004.42,54.95,2711.00,
1608143102,20.04,1004.41,55.87,2709.00,
1608143162,20.07,1004.42,53.80,2713.00,
1608143222,20.10,1004.39,54.42,2704.00,
1608143282,20.01,1004.40,54.71,2714.00,
1608143343,20.05,1004.40,54.99,2719.00,
1608143403,19.98,1004.41,54.33,2715.00,
1608143463,20.01,1004.40,54.50,2724.00,
1608143523,20.03,1004.45,52.96,2715.00,
1608143583,20.01,1004.45,55.17,2716.00,
1608143643,20.01,1004.49,54.91,2710.00,
1608143703,20.04,1004.53,55.14,2718.00,
1608143763,20.01,1004.48,54.80,2717.00,
1608143822,20.04,1004.52,54.86,2724.00,
1608143882,19.96,1004.53,55.11,2718.00,
1608143943,19.97,1004.51,55.50,2717.00,
1608144003,19.97,1004.56,56.46,2717.00,
1608144062,19.99,1004.49,56.62,2674.00,
1608144122,19.97,1004.49,54.59,2709.00,
1608144182,19.92,1004.52,54.88,2719.00,
1608144242,19.92,1004.53,55.58,2714.00,
1608144302,19.93,1004.55,55.66,2704.00,
1608144362,19.90,1004.58,56.23,2717.00,
1608144422,19.93,1004.50,54.47,2718.00,
1608144482,19.93,1004.45,54.64,2720.00,
1608144542,19.94,1004.42,53.75,2704.00,
1608144602,19.91,1004.43,54.73,2723.00,
1608144662,19.92,1004.49,55.40,2721.00,
1608144723,20.02,1004.54,53.54,2726.00,
1608144783,19.98,1004.51,53.54,2724.00,
1608144842,19.93,1004.51,55.27,2722.00,
1608144902,19.93,1004.50,54.71,2725.00,
1608144963,19.95,1004.50,55.07,2715.00,
1608145023,19.93,1004.45,55.60,2722.00,
1608145083,19.98,1004.53,55.74,2720.00,
1608145143,19.97,1004.49,54.89,2721.00,
1608145203,19.93,1004.49,55.61,2706.00,
1608145263,19.85,1004.49,55.92,2723.00,
1608145322,19.91,1004.50,55.13,2717.00,
1608145382,19.90,1004.47,55.95,2722.00,
1608145442,19.92,1004.47,55.54,2733.00,
1608145502,19.94,1004.50,54.23,2722.00,
1608145562,19.97,1004.47,55.18,2726.00,
1608145622,19.96,1004.49,53.39,2727.00,
1608145682,19.99,1004.47,52.99,2727.00,
1608145742,19.93,1004.48,55.28,2726.00,
1608145802,19.96,1004.49,54.01,2730.00,
1608145862,19.93,1004.52,54.54,2721.00,
1608145922,19.89,1004.50,54.73,2734.00,
1608145983,19.87,1004.52,54.11,2731.00,
1608146043,19.86,1004.55,55.80,2720.00,
1608146102,19.91,1004.51,54.56,2729.00,
1608146163,19.86,1004.49,56.40,2730.00,
1608146223,19.86,1004.51,55.56,2731.00,
1608146283,19.88,1004.51,56.29,2736.00,
1608146343,19.86,1004.47,55.25,2722.00,
1608146403,19.83,1004.46,56.10,2735.00,
1608146463,19.82,1004.49,54.95,2752.00,
1608146522,19.83,1004.46,56.41,2734.00,
1608146582,19.82,1004.40,54.71,2726.00,
1608146642,19.85,1004.44,54.26,2734.00,
1608146702,19.86,1004.42,55.36,2736.00,
1608146762,19.84,1004.47,54.45,2722.00,
1608146822,19.85,1004.49,55.00,2722.00,
1608146882,19.87,1004.48,53.52,2725.00,
1608146942,19.83,1004.52,54.74,2736.00,
1608147002,19.83,1004.49,54.97,2736.00,
1608147063,19.93,1004.43,52.23,2736.00,
1608147123,19.90,1004.38,55.06,2737.00,
1608147182,19.85,1004.45,54.97,2733.00,
1608147242,19.84,1004.43,54.84,2736.00,
1608147302,19.89,1004.46,53.19,2737.00,
1608147362,19.85,1004.48,55.12,2737.00,
1608147422,19.92,1004.43,55.38,2733.00,
1608147483,19.88,1004.46,53.21,2738.00,
1608147542,19.88,1004.45,54.98,2739.00,
1608147603,19.93,1004.48,53.97,2739.00,
1608147663,19.89,1004.54,55.08,2738.00,
1608147723,19.85,1004.48,55.02,2739.00,
1608147782,19.85,1004.53,54.70,2740.00,
1608147842,19.91,1004.51,53.22,2737.00,
1608147902,19.90,1004.54,54.87,2741.00,
1608147962,19.90,1004.57,55.38,2739.00,
1608148022,19.84,1004.58,54.29,2742.00,
1608148082,19.86,1004.55,55.17,2739.00,
1608148142,19.88,1004.50,54.78,2741.00,
1608148203,19.92,1004.51,54.37,2738.00,
1608148262,19.87,1004.53,54.41,2746.00,
1608148322,19.88,1004.51,52.42,2742.00,
1608148382,19.92,1004.52,53.91,2746.00,
1608148442,19.84,1004.53,54.29,2743.00,
1608148503,19.87,1004.51,53.41,2746.00,
1608148563,19.93,1004.51,54.13,2752.00,
1608148623,19.88,1004.54,55.11,2736.00,
1608148682,19.82,1004.58,54.15,2746.00,
1608148743,19.91,1004.54,53.25,2749.00,
1608148803,19.95,1004.55,53.81,2745.00,
1608148863,19.97,1004.54,51.98,2749.00,
1608148923,19.90,1004.55,54.19,2755.00,
1608148983,19.91,1004.53,52.76,2754.00,
1608149042,19.85,1004.54,53.23,2761.00,
1608149102,19.83,1004.52,53.81,2754.00,
1608149162,19.76,1004.60,55.17,2753.00,
1608149222,19.84,1004.56,53.70,2756.00,
1608149283,19.80,1004.65,54.41,2752.00,
1608149343,19.79,1004.68,55.74,2753.00,
1608149403,19.86,1004.62,52.09,2755.00,
1608149462,19.82,1004.61,56.26,2755.00,
1608149522,19.80,1004.64,56.14,2758.00,
1608149583,19.86,1004.61,53.12,2759.00,
1608149643,19.87,1004.62,54.32,2747.00,
1608149702,19.85,1004.60,53.12,2758.00,
1608149762,19.82,1004.58,54.80,2762.00,
1608149822,19.88,1004.54,53.45,2763.00,
1608149882,19.85,1004.55,54.79,2755.00,
1608149943,19.84,1004.57,54.11,2764.00,
1608150003,19.82,1004.60,54.33,2765.00,
1608150062,19.84,1004.61,53.24,2756.00,
1608150123,19.84,1004.65,52.83,2768.00,
1608150183,19.83,1004.64,54.43,2768.00,
1608150242,19.84,1004.67,53.79,2774.00,
1608150302,19.83,1004.71,54.16,2768.00,
1608150362,19.85,1004.69,52.29,2765.00,
1608150422,19.83,1004.71,55.02,2766.00,
1608150482,19.85,1004.66,54.60,2768.00,
1608150543,19.86,1004.63,53.68,2773.00,
1608150603,19.88,1004.67,53.93,2758.00,
1608150663,19.88,1004.61,53.49,2767.00,
1608150723,19.86,1004.62,54.10,2770.00,
1608150782,19.88,1004.65,51.72,2770.00,
1608150843,19.80,1004.61,54.96,2900.00,
1608150903,19.82,1004.61,53.67,2771.00,
1608150962,19.85,1004.62,52.11,2768.00,
1608151022,19.85,1004.58,52.13,2771.00,
1608151082,19.83,1004.59,54.53,2774.00,
1608151142,19.84,1004.60,54.56,2773.00,
1608151202,19.79,1004.65,53.61,2774.00,
1608151322,19.82,1004.69,51.08,2779.00,
1608151383,19.81,1004.61,55.12,2779.00,
1608151443,19.79,1004.64,55.67,2773.00,
1608151502,19.81,1004.62,54.08,2763.00,
1608151562,19.79,1004.63,53.74,2772.00,
1608151622,19.79,1004.68,55.19,2778.00,
1608151682,19.84,1004.62,52.73,2781.00,
1608151743,19.81,1004.65,54.25,2723.00,
1608151803,19.85,1004.65,53.07,2790.00,
1608151863,19.87,1004.66,53.47,2781.00,
1608151923,19.87,1004.63,53.44,2783.00,
1608151982,19.84,1004.63,53.78,2784.00,
1608152042,19.84,1004.64,53.62,2784.00,
1608152102,19.87,1004.66,52.55,2782.00,
1608152162,19.84,1004.65,53.15,2783.00,
1608152223,19.83,1004.61,54.47,2783.00,
1608152283,19.84,1004.64,52.98,2787.00,
1608152343,19.85,1004.63,54.63,2789.00,
1608152402,19.85,1004.58,53.73,2788.00,
1608152463,19.84,1004.59,53.69,2791.00,
1608152523,19.82,1004.58,53.40,2791.00,
1608152583,19.86,1004.60,53.07,2787.00,
1608152642,19.86,1004.61,53.55,2786.00,
1608152703,19.83,1004.66,53.92,2789.00,
1608152763,19.83,1004.70,53.25,2791.00,
1608152822,19.82,1004.69,51.70,2790.00,
1608152882,19.86,1004.69,55.11,2782.00,
1608152942,19.84,1004.69,55.61,2798.00,
1608153002,19.81,1004.67,52.36,2795.00,
1608153062,19.90,1004.67,50.66,2786.00,
1608153122,19.86,1004.65,53.95,2799.00,
1608153182,19.82,1004.74,54.91,2797.00,
1608153242,19.81,1004.67,52.98,2799.00,
1608153302,19.81,1004.74,52.50,2790.00,
1608153362,19.86,1004.73,54.42,2800.00,
1608153423,19.83,1004.74,54.38,2795.00,
1608153483,19.85,1004.72,53.79,2807.00,
1608153543,19.84,1004.67,53.87,2798.00,
1608153602,19.81,1004.71,54.45,2810.00,
1608153662,19.80,1004.66,53.81,2800.00,
1608153722,19.79,1004.70,54.06,2801.00,
1608153783,19.79,1004.67,54.26,2800.00,
1608153843,19.78,1004.62,53.96,2806.00,
1608153903,19.77,1004.64,55.19,2798.00,
1608153963,19.87,1004.63,54.07,2786.00,
1608154023,19.87,1004.60,51.43,2804.00,
1608154083,19.81,1004.62,53.85,2801.00,
1608154142,19.79,1004.68,52.54,2803.00,
1608154202,19.81,1004.64,51.43,2794.00,
1608154262,19.80,1004.67,53.99,2803.00,
1608154322,19.82,1004.65,53.28,2806.00,
1608154382,19.83,1004.67,52.99,2803.00,
1608154442,19.81,1004.66,54.16,2801.00,
1608154502,19.84,1004.65,50.05,2800.00,
1608154562,19.84,1004.61,52.32,2801.00,
1608154622,19.82,1004.66,52.67,2813.00,
1608154682,19.83,1004.61,51.79,2806.00,
1608154743,19.82,1004.66,51.38,2812.00,
1608154803,19.87,1004.69,53.27,2808.00,
1608154863,19.86,1004.64,52.42,2813.00,
1608154923,19.84,1004.62,53.57,2815.00,
1608154983,19.86,1004.67,52.07,2815.00,
1608155043,19.83,1004.74,54.22,2827.00,
1608155103,19.82,1004.73,52.77,2816.00,
1608155162,19.90,1004.71,49.03,2815.00,
1608155223,19.92,1004.69,51.75,2816.00,
1608155283,19.90,1004.73,51.76,2815.00,
1608155342,19.90,1004.73,53.33,2817.00,
1608155402,19.92,1004.81,52.83,2823.00,
1608155462,19.90,1004.78,51.74,2817.00,
1608155522,19.90,1004.78,53.35,2820.00,
1608155583,19.94,1004.72,53.32,2814.00,
1608155643,19.88,1004.75,53.71,2822.00,
1608155703,19.89,1004.75,51.96,2813.00,
1608155762,19.88,1004.75,50.84,2818.00,
1608155822,19.84,1004.77,53.43,2825.00,
1608155882,19.83,1004.79,53.05,2826.00,
1608155943,19.83,1004.83,52.69,2826.00,
1608156003,19.82,1004.81,52.35,2823.00,
1608156063,19.80,1004.79,52.60,2835.00,
1608156123,19.84,1004.78,51.75,2825.00,
1608156182,19.84,1004.79,53.24,2818.00,
1608156243,19.81,1004.83,53.49,2829.00,
1608156303,19.80,1004.82,52.53,2836.00,
